CustomerID,Name,Age,Gender,City,JoinDate,PurchaseAmount
100,Priya,28.0,male,Mumbai,2023-01-15,2000.0
101,Kiran,27.0,female,Trichy,2023-01-15,1700.0
102,Meena,28.0,male,Chennai,2023-01-15,1500.0
103,Sneha,28.0,male,Delhi,2023-01-15,1700.0
105,Meena,25.0,male,Trichy,2023-01-15,1500.0
106,Kiran,30.0,female,Coimbatore,2023-01-15,1700.0
107,Ramesh,28.0,male,Trichy,2023-01-15,1700.0
108,Kiran,27.0,male,Coimbatore,2023-01-15,2000.0
109,Mohan,28.0,female,Chennai,2023-01-15,2500.0
110,Kiran,27.0,male,Chennai,2023-01-15,1700.0
111,Rahul,25.0,female,Chennai,2023-01-15,2000.0
110,Karthik,28.0,male,Mumbai,2023-01-15,1500.0
114,Meena,28.0,female,Delhi,2023-01-15,1500.0
115,Jane Smith,25.0,male,Chennai,2023-01-15,1700.0
116,Kiran,27.0,female,Chennai,2023-01-15,1200.0
117,Karthik,27.0,female,Coimbatore,2023-01-15,1700.0
118,Kiran,27.0,male,Coimbatore,2023-01-15,1700.0
110,Jane Smith,30.0,female,Mumbai,2023-01-15,1700.0
121,John Doe,30.0,male,Chennai,2023-01-15,2500.0
122,John Doe,28.0,female,Trichy,2023-01-15,1800.0
123,Rahul,28.0,male,Delhi,2023-01-15,1700.0
124,Karthik,28.0,male,Chennai,2023-01-15,1500.0
125,Sneha,30.0,male,Madurai,2023-01-15,2500.0
126,Niyaz,28.0,female,Madurai,2023-01-15,1700.0
127,Meena,28.0,female,Chennai,2023-01-15,1500.0
128,Anu,28.0,male,Coimbatore,2023-01-15,2500.0
129,Kiran,25.0,female,Madurai,2023-01-15,1500.0
130,Niyaz,28.0,male,Mumbai,2023-01-15,1200.0
131,Ramesh,28.0,male,Mumbai,2023-01-15,1800.0
132,Anu,28.0,female,Mumbai,2023-01-15,1500.0
133,Jane Smith,28.0,female,Bangalore,2023-01-15,1500.0
134,Rahul,30.0,female,Bangalore,2023-01-15,1700.0
136,Kiran,27.0,female,Trichy,2023-01-15,1700.0
137,Rahul,27.0,male,Trichy,2023-01-15,1800.0
138,Mohan,28.0,male,Chennai,2023-01-15,2000.0
139,John Doe,28.0,male,Trichy,2023-01-15,1700.0
141,Rahul,28.0,male,Trichy,2023-01-15,1700.0
142,Aisha,28.0,female,Bangalore,2023-01-15,2000.0
143,Meena,28.0,male,Trichy,2023-01-15,1700.0
110,Arun,28.0,male,Coimbatore,2023-01-15,1500.0
146,Kiran,28.0,female,Coimbatore,2023-01-15,1200.0
147,John Doe,28.0,female,Bangalore,2023-01-15,1700.0
148,Meena,27.0,male,Chennai,2023-01-15,1200.0
149,Aisha,28.0,male,Bangalore,2023-01-15,1200.0
151,Kiran,30.0,male,Delhi,2023-01-15,1800.0
152,Jane Smith,28.0,male,Chennai,2023-01-15,1700.0
153,Karthik,28.0,male,Trichy,2023-01-15,1800.0
154,Arun,28.0,male,Coimbatore,2023-01-15,2000.0
155,Arun,28.0,male,Chennai,2023-01-15,1200.0
156,Kiran,25.0,male,Cuddalore,2023-01-15,1700.0
158,John Doe,28.0,female,Madurai,2023-01-15,1700.0
159,Ramesh,28.0,male,Trichy,2023-01-15,1700.0
110,Rahul,25.0,male,Chennai,2023-01-15,2000.0
162,Arun,30.0,female,Chennai,2023-01-15,1200.0
163,Vijay,30.0,male,Cuddalore,2023-01-15,1700.0
164,Kiran,28.0,male,Coimbatore,2023-01-15,1700.0
165,Rahul,25.0,male,Hyderabad,2023-01-15,1700.0
166,Niyaz,30.0,male,Delhi,2023-01-15,2500.0
167,Rahul,28.0,male,Cuddalore,2023-01-15,1500.0
168,Meena,28.0,male,Mumbai,2023-01-15,1800.0
110,John Doe,28.0,male,Coimbatore,2023-01-15,1200.0
170,Arun,28.0,male,Madurai,2023-01-15,1200.0
171,Kiran,27.0,female,Coimbatore,2023-01-15,1500.0
110,Meena,28.0,male,Chennai,2023-01-15,1500.0
173,Kiran,30.0,male,Chennai,2023-01-15,1500.0
110,Meena,28.0,male,Bangalore,2023-01-15,1200.0
110,Rahul,28.0,female,Chennai,2023-01-15,1700.0
176,Sneha,28.0,male,Cuddalore,2023-01-15,1700.0
178,Rahul,25.0,female,Madurai,2023-01-15,2500.0
110,Kiran,27.0,male,Hyderabad,2023-01-15,1800.0
110,Ramesh,28.0,female,Mumbai,2023-01-15,1800.0
181,Priya,28.0,male,Delhi,2023-01-15,1800.0
182,Priya,28.0,male,Hyderabad,2023-01-15,1700.0
183,Aisha,28.0,male,Chennai,2023-01-15,2500.0
184,Arun,28.0,male,Madurai,2023-01-15,2500.0
185,Sneha,27.0,male,Chennai,2023-01-15,1200.0
186,Kiran,25.0,male,Chennai,2023-01-15,1500.0
110,Sneha,28.0,male,Bangalore,2023-01-15,2500.0
110,Meena,25.0,male,Bangalore,2023-01-15,1800.0
189,Arun,28.0,male,Hyderabad,2023-01-15,1700.0
190,Ramesh,28.0,female,Chennai,2023-01-15,2500.0
191,Niyaz,28.0,male,Cuddalore,2023-01-15,2500.0
192,Sneha,30.0,female,Hyderabad,2023-01-15,1700.0
193,Anu,25.0,female,Trichy,2023-01-15,1800.0
194,Mohan,27.0,female,Cuddalore,2023-01-15,1700.0
195,Ramesh,27.0,male,Chennai,2023-01-15,1700.0
196,Sneha,28.0,female,Mumbai,2023-01-15,1500.0
110,Vijay,28.0,male,Bangalore,2023-01-15,1200.0
198,Kiran,27.0,female,Mumbai,2023-01-15,1700.0
200,Niyaz,28.0,male,Chennai,2023-01-15,1700.0
201,Priya,28.0,male,Hyderabad,2023-01-15,1700.0
202,Aisha,28.0,male,Madurai,2023-01-15,2000.0
110,Rahul,27.0,male,Bangalore,2023-01-15,1500.0
205,Vijay,28.0,male,Chennai,2023-01-15,1200.0
110,Kiran,30.0,male,Chennai,2023-01-15,1700.0
208,Niyaz,28.0,male,Trichy,2023-01-15,1700.0
209,Sneha,27.0,female,Coimbatore,2023-01-15,1500.0
210,Arun,27.0,male,Delhi,2023-01-15,1700.0
211,Priya,30.0,female,Chennai,2023-01-15,2500.0
212,Sneha,28.0,male,Trichy,2023-01-15,1700.0
213,Meena,28.0,male,Trichy,2023-01-15,1200.0
110,Priya,28.0,female,Chennai,2023-01-15,2500.0
216,Anu,28.0,male,Coimbatore,2023-01-15,1800.0
217,Jane Smith,30.0,male,Trichy,2023-01-15,1800.0
218,Kiran,27.0,male,Trichy,2023-01-15,1700.0
219,Mohan,28.0,male,Trichy,2023-01-15,2500.0
220,Vijay,28.0,female,Trichy,2023-01-15,1200.0
110,Arun,27.0,female,Chennai,2023-01-15,1200.0
222,Aisha,28.0,male,Hyderabad,2023-01-15,1700.0
110,Meena,30.0,female,Mumbai,2023-01-15,2500.0
224,Kiran,28.0,male,Chennai,2023-01-15,1700.0
225,Sneha,28.0,male,Mumbai,2023-01-15,1700.0
226,Vijay,28.0,male,Delhi,2023-01-15,1200.0
227,Meena,30.0,female,Madurai,2023-01-15,2000.0
229,Kiran,28.0,male,Chennai,2023-01-15,1500.0
230,Aisha,28.0,male,Cuddalore,2023-01-15,2500.0
110,Niyaz,25.0,female,Cuddalore,2023-01-15,1500.0
232,Anu,28.0,male,Trichy,2023-01-15,2500.0
234,Meena,28.0,male,Coimbatore,2023-01-15,1700.0
110,Ramesh,30.0,male,Trichy,2023-01-15,2000.0
237,Anu,28.0,female,Coimbatore,2023-01-15,1800.0
110,Mohan,27.0,male,Chennai,2023-01-15,1700.0
110,Rahul,30.0,female,Cuddalore,2023-01-15,1500.0
241,Mohan,25.0,male,Hyderabad,2023-01-15,1700.0
242,Niyaz,28.0,male,Hyderabad,2023-01-15,1700.0
110,Aisha,30.0,female,Chennai,2023-01-15,1700.0
110,Vijay,30.0,female,Coimbatore,2023-01-15,1800.0
110,Niyaz,28.0,male,Cuddalore,2023-01-15,2000.0
246,Karthik,28.0,male,Coimbatore,2023-01-15,1800.0
247,Jane Smith,28.0,male,Cuddalore,2023-01-15,1200.0
248,Rahul,28.0,male,Bangalore,2023-01-15,1500.0
249,Rahul,30.0,male,Cuddalore,2023-01-15,2000.0
250,Sneha,28.0,male,Chennai,2023-01-15,2500.0
251,Kiran,28.0,male,Chennai,2023-01-15,1700.0
252,Karthik,28.0,male,Trichy,2023-01-15,2500.0
253,Aisha,28.0,male,Bangalore,2023-01-15,1700.0
110,Aisha,28.0,male,Mumbai,2023-01-15,1500.0
256,Mohan,28.0,male,Cuddalore,2023-01-15,1700.0
257,Vijay,27.0,male,Chennai,2023-01-15,2500.0
258,Mohan,30.0,male,Chennai,2023-01-15,1500.0
259,Anu,30.0,male,Coimbatore,2023-01-15,1200.0
260,Priya,28.0,male,Delhi,2023-01-15,1800.0
261,Priya,28.0,male,Chennai,2023-01-15,1700.0
262,Sneha,25.0,male,Chennai,2023-01-15,1200.0
263,Sneha,28.0,male,Cuddalore,2023-01-15,1800.0
110,Ramesh,28.0,male,Delhi,2023-01-15,1800.0
265,Niyaz,28.0,male,Chennai,2023-01-15,1700.0
110,Anu,25.0,male,Chennai,2023-01-15,2500.0
110,Sneha,28.0,male,Madurai,2023-01-15,1700.0
268,Karthik,25.0,male,Coimbatore,2023-01-15,2000.0
269,Meena,28.0,female,Delhi,2023-01-15,1500.0
271,Niyaz,28.0,male,Chennai,2023-01-15,1700.0
272,Aisha,30.0,male,Chennai,2023-01-15,1200.0
110,Karthik,28.0,male,Trichy,2023-01-15,1700.0
274,Kiran,25.0,female,Coimbatore,2023-01-15,1500.0
110,Vijay,28.0,male,Hyderabad,2023-01-15,1700.0
277,Rahul,28.0,male,Bangalore,2023-01-15,2500.0
278,Sneha,25.0,male,Mumbai,2023-01-15,2000.0
110,Jane Smith,28.0,male,Trichy,2023-01-15,2500.0
281,Meena,30.0,female,Madurai,2023-01-15,1800.0
282,Meena,28.0,male,Hyderabad,2023-01-15,1700.0
110,Priya,27.0,male,Chennai,2023-01-15,1800.0
285,John Doe,28.0,female,Bangalore,2023-01-15,2500.0
110,Jane Smith,28.0,male,Chennai,2023-01-15,2000.0
110,Jane Smith,30.0,male,Hyderabad,2023-01-15,1500.0
289,Mohan,28.0,male,Cuddalore,2023-01-15,1700.0
290,Anu,28.0,male,Mumbai,2023-01-15,1700.0
110,Jane Smith,27.0,female,Chennai,2023-01-15,1700.0
294,Sneha,27.0,male,Trichy,2023-01-15,1200.0
295,Priya,30.0,male,Mumbai,2023-01-15,1700.0
296,Karthik,28.0,male,Mumbai,2023-01-15,1700.0
110,Mohan,28.0,male,Chennai,2023-01-15,1800.0
298,Aisha,27.0,male,Chennai,2023-01-15,1800.0
